website,Category,City,Category_Name,Date,Name,Str,PLZ2,Phone,Engine,Dealer,Plz,Cars,Revenue_per_Car,Revenue_Sum,DealerFactor_Cars,Latitude,Avg_CO2_Emission,Sum_CO2_Emission,Longitude,Margin_per_Car,Cars_Raw,Margin
0,Large,Berlin,3-Large,11/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Hybrid,6,10365,1,54281,54281,0.95,52.528827,50,50,13.49945,0.098,1,5320
0,Large,Berlin,3-Large,12/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Hybrid,6,10365,1,54198,54198,0.95,52.528827,66,66,13.49945,0.094,1,5073
0,Compact,Berlin,1-Compact,01/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,3,28946,86838,0.95,52.528827,0,0,13.49945,0.062,3,5393
0,Compact,Berlin,1-Compact,02/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,34107,68214,0.95,52.528827,0,0,13.49945,0.074,2,5055
0,Compact,Berlin,1-Compact,03/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,29475,29475,0.95,52.528827,0,0,13.49945,0.06,1,1763
0,Compact,Berlin,1-Compact,04/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,34774,34774,0.95,52.528827,0,0,13.49945,0.071,1,2483
0,Compact,Berlin,1-Compact,05/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,28440,56880,0.95,52.528827,0,0,13.49945,0.073,2,4161
0,Compact,Berlin,1-Compact,06/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,33634,33634,0.95,52.528827,0,0,13.49945,0.069,1,2321
0,Compact,Berlin,1-Compact,07/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,3,30533,91599,0.95,52.528827,0,0,13.49945,0.075,3,6859
0,Compact,Berlin,1-Compact,08/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,4,34196,136784,0.95,52.528827,0,0,13.49945,0.077,4,10580
0,Compact,Berlin,1-Compact,09/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,33733,33733,0.95,52.528827,0,0,13.49945,0.056,1,1872
0,Compact,Berlin,1-Compact,10/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,30779,61558,0.95,52.528827,0,0,13.49945,0.064,2,3922
0,Compact,Berlin,1-Compact,11/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,33045,33045,0.95,52.528827,0,0,13.49945,0.058,1,1921
0,Compact,Berlin,1-Compact,12/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,32119,32119,0.95,52.528827,0,0,13.49945,0.06,1,1924
0,Medium,Berlin,2-Medium,01/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,44184,88368,0.95,52.528827,0,0,13.49945,0.061,2,5346
0,Medium,Berlin,2-Medium,02/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,46841,93682,0.95,52.528827,0,0,13.49945,0.073,2,6854
0,Medium,Berlin,2-Medium,03/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,44663,44663,0.95,52.528827,0,0,13.49945,0.074,1,3301
0,Medium,Berlin,2-Medium,04/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,47425,94850,0.95,52.528827,0,0,13.49945,0.084,2,7967
0,Medium,Berlin,2-Medium,05/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,49811,49811,0.95,52.528827,0,0,13.49945,0.075,1,3734
0,Medium,Berlin,2-Medium,06/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,43273,86546,0.95,52.528827,0,0,13.49945,0.07,2,6076
0,Medium,Berlin,2-Medium,07/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,45559,91118,0.95,52.528827,0,0,13.49945,0.075,2,6823
0,Medium,Berlin,2-Medium,08/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,2,47065,94130,0.95,52.528827,0,0,13.49945,0.065,2,6161
0,Medium,Berlin,2-Medium,09/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,47935,47935,0.95,52.528827,0,0,13.49945,0.072,1,3427
0,Medium,Berlin,2-Medium,10/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,52844,52844,0.95,52.528827,0,0,13.49945,0.076,1,4019
0,Medium,Berlin,2-Medium,11/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,44193,44193,0.95,52.528827,0,0,13.49945,0.079,1,3507
0,Medium,Berlin,2-Medium,12/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,40428,40428,0.95,52.528827,0,0,13.49945,0.067,1,2719
0,Large,Berlin,3-Large,01/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,0,74031,0,0.95,52.528827,0,0,13.49945,0.079,0,0
0,Large,Berlin,3-Large,02/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,0,61043,0,0.95,52.528827,0,0,13.49945,0.097,0,0
0,Large,Berlin,3-Large,03/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,0,61751,0,0.95,52.528827,0,0,13.49945,0.078,0,0
0,Large,Berlin,3-Large,04/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,69575,69575,0.95,52.528827,0,0,13.49945,0.084,1,5878
0,Large,Berlin,3-Large,05/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,73465,73465,0.95,52.528827,0,0,13.49945,0.078,1,5730
0,Large,Berlin,3-Large,06/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,69849,69849,0.95,52.528827,0,0,13.49945,0.1,1,7007
0,Large,Berlin,3-Large,07/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,64235,64235,0.95,52.528827,0,0,13.49945,0.112,1,7185
0,Large,Berlin,3-Large,08/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,0,63838,0,0.95,52.528827,0,0,13.49945,0.108,0,0
0,Large,Berlin,3-Large,09/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,64186,64186,0.95,52.528827,0,0,13.49945,0.101,1,6470
0,Large,Berlin,3-Large,10/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,62136,62136,0.95,52.528827,0,0,13.49945,0.099,1,6179
0,Large,Berlin,3-Large,11/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,1,68592,68592,0.95,52.528827,0,0,13.49945,0.108,1,7394
0,Large,Berlin,3-Large,12/01/2019,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,10,0,Electric,6,10365,0,64901,0,0.95,52.528827,0,0,13.49945,0.08,0,0
0,Compact,Berlin,1-Compact,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,66,23297,1537602,1.88,52.573267,105,6930,13.44399,0.059,35,90719
0,Compact,Berlin,1-Compact,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,23,23281,535463,1.88,52.573267,104,2392,13.44399,0.055,12,29450
0,Compact,Berlin,1-Compact,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,23,23522,541006,1.88,52.573267,96,2208,13.44399,0.062,12,33542
0,Compact,Berlin,1-Compact,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,77,23756,1829212,1.88,52.573267,100,7700,13.44399,0.061,41,111582
0,Compact,Berlin,1-Compact,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,107,23466,2510862,1.88,52.573267,98,10486,13.44399,0.061,57,153163
0,Compact,Berlin,1-Compact,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,45,23756,1069020,1.88,52.573267,103,4635,13.44399,0.05,24,53451
0,Compact,Berlin,1-Compact,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,105,23471,2464455,1.88,52.573267,104,10920,13.44399,0.052,56,128152
0,Compact,Berlin,1-Compact,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,111,22547,2502717,1.88,52.573267,103,11433,13.44399,0.065,59,162677
0,Compact,Berlin,1-Compact,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,75,23352,1751400,1.88,52.573267,104,7800,13.44399,0.058,40,101581
0,Compact,Berlin,1-Compact,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,26,23134,601484,1.88,52.573267,98,2548,13.44399,0.056,14,33683
0,Compact,Berlin,1-Compact,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,45,22677,1020465,1.88,52.573267,99,4455,13.44399,0.058,24,59187
0,Compact,Berlin,1-Compact,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,19,23368,443992,1.88,52.573267,96,1824,13.44399,0.056,10,24864
0,Medium,Berlin,2-Medium,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,34,34970,1188980,1.88,52.573267,131,4454,13.44399,0.057,18,67772
0,Medium,Berlin,2-Medium,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,45,33729,1517805,1.88,52.573267,128,5760,13.44399,0.057,24,86515
0,Medium,Berlin,2-Medium,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,51,34852,1777452,1.88,52.573267,131,6681,13.44399,0.055,27,97760
0,Medium,Berlin,2-Medium,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,51,33582,1712682,1.88,52.573267,142,7242,13.44399,0.068,27,116462
0,Medium,Berlin,2-Medium,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,34,33945,1154130,1.88,52.573267,148,5032,13.44399,0.06,18,69248
0,Medium,Berlin,2-Medium,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,26,33306,865956,1.88,52.573267,141,3666,13.44399,0.065,14,56287
0,Medium,Berlin,2-Medium,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,30,34358,1030740,1.88,52.573267,131,3930,13.44399,0.068,16,70090
0,Medium,Berlin,2-Medium,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,30,33550,1006500,1.88,52.573267,128,3840,13.44399,0.064,16,64416
0,Medium,Berlin,2-Medium,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,39,35492,1384188,1.88,52.573267,144,5616,13.44399,0.067,21,92741
0,Medium,Berlin,2-Medium,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,43,35644,1532692,1.88,52.573267,149,6407,13.44399,0.065,23,99625
0,Medium,Berlin,2-Medium,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,49,36463,1786687,1.88,52.573267,128,6272,13.44399,0.067,26,119708
0,Medium,Berlin,2-Medium,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,34,35948,1222232,1.88,52.573267,143,4862,13.44399,0.065,18,79445
0,Large,Berlin,3-Large,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,17,47996,815932,1.88,52.573267,160,2720,13.44399,0.069,9,56299
0,Large,Berlin,3-Large,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,28,48307,1352596,1.88,52.573267,140,3920,13.44399,0.088,15,119028
0,Large,Berlin,3-Large,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,26,50953,1324778,1.88,52.573267,171,4446,13.44399,0.067,14,88760
0,Large,Berlin,3-Large,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,19,48937,929803,1.88,52.573267,169,3211,13.44399,0.096,10,89261
0,Large,Berlin,3-Large,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,28,45912,1285536,1.88,52.573267,162,4536,13.44399,0.099,15,127268
0,Large,Berlin,3-Large,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,19,50894,966986,1.88,52.573267,146,2774,13.44399,0.082,10,79293
0,Large,Berlin,3-Large,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,21,49721,1044141,1.88,52.573267,153,3213,13.44399,0.1,11,104414
0,Large,Berlin,3-Large,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,21,48110,1010310,1.88,52.573267,160,3360,13.44399,0.086,11,86887
0,Large,Berlin,3-Large,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,26,47665,1239290,1.88,52.573267,171,4446,13.44399,0.079,14,97904
0,Large,Berlin,3-Large,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,28,46379,1298612,1.88,52.573267,142,3976,13.44399,0.083,15,107785
0,Large,Berlin,3-Large,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,15,49612,744180,1.88,52.573267,173,2595,13.44399,0.096,8,71441
0,Large,Berlin,3-Large,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Combustion,7,13089,17,47327,804559,1.88,52.573267,179,3043,13.44399,0.086,9,69192
0,Compact,Berlin,1-Compact,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,26810,107240,1.88,52.573267,38,152,13.44399,0.073,2,7824
0,Compact,Berlin,1-Compact,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,25227,100908,1.88,52.573267,35,140,13.44399,0.066,2,6660
0,Compact,Berlin,1-Compact,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,8,26062,208496,1.88,52.573267,50,400,13.44399,0.077,4,16152
0,Compact,Berlin,1-Compact,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,26015,104060,1.88,52.573267,31,124,13.44399,0.069,2,7136
0,Compact,Berlin,1-Compact,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,28307,113228,1.88,52.573267,46,184,13.44399,0.067,2,7595
0,Compact,Berlin,1-Compact,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,6,26604,159624,1.88,52.573267,46,276,13.44399,0.079,3,12668
0,Compact,Berlin,1-Compact,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,27203,108812,1.88,52.573267,31,124,13.44399,0.067,2,7299
0,Compact,Berlin,1-Compact,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,8,26896,215168,1.88,52.573267,42,336,13.44399,0.067,4,14438
0,Compact,Berlin,1-Compact,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,6,27005,162030,1.88,52.573267,49,294,13.44399,0.065,3,10532
0,Compact,Berlin,1-Compact,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,9,27016,243144,1.88,52.573267,47,423,13.44399,0.069,5,16884
0,Compact,Berlin,1-Compact,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,9,26635,239715,1.88,52.573267,32,288,13.44399,0.079,5,18875
0,Compact,Berlin,1-Compact,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,26053,104212,1.88,52.573267,40,160,13.44399,0.081,2,8467
0,Medium,Berlin,2-Medium,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,37839,151356,1.88,52.573267,38,152,13.44399,0.083,2,12487
0,Medium,Berlin,2-Medium,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,42031,84062,1.88,52.573267,42,84,13.44399,0.075,1,6299
0,Medium,Berlin,2-Medium,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,6,43647,261882,1.88,52.573267,60,360,13.44399,0.074,3,19256
0,Medium,Berlin,2-Medium,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,40814,81628,1.88,52.573267,68,136,13.44399,0.075,1,6125
0,Medium,Berlin,2-Medium,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,6,40214,241284,1.88,52.573267,62,372,13.44399,0.086,3,20693
0,Medium,Berlin,2-Medium,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,39042,156168,1.88,52.573267,53,212,13.44399,0.073,2,11425
0,Medium,Berlin,2-Medium,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,41908,83816,1.88,52.573267,61,122,13.44399,0.078,1,6548
0,Medium,Berlin,2-Medium,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,39820,159280,1.88,52.573267,63,252,13.44399,0.08,2,12720
0,Medium,Berlin,2-Medium,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,4,37949,151796,1.88,52.573267,45,180,13.44399,0.069,2,10541
0,Medium,Berlin,2-Medium,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,38530,77060,1.88,52.573267,44,88,13.44399,0.077,1,5918
0,Medium,Berlin,2-Medium,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,39711,79422,1.88,52.573267,44,88,13.44399,0.074,1,5850
0,Medium,Berlin,2-Medium,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,6,41292,247752,1.88,52.573267,70,420,13.44399,0.074,3,18287
0,Large,Berlin,3-Large,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,54817,109634,1.88,52.573267,83,166,13.44399,0.109,1,12002
0,Large,Berlin,3-Large,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,53408,106816,1.88,52.573267,69,138,13.44399,0.08,1,8540
0,Large,Berlin,3-Large,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,52172,104344,1.88,52.573267,52,104,13.44399,0.098,1,10267
0,Large,Berlin,3-Large,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,0,58209,0,1.88,52.573267,66,0,13.44399,0.109,0,0
0,Large,Berlin,3-Large,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,57197,114394,1.88,52.573267,68,136,13.44399,0.111,1,12739
0,Large,Berlin,3-Large,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,53701,107402,1.88,52.573267,77,154,13.44399,0.095,1,10255
0,Large,Berlin,3-Large,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,54911,109822,1.88,52.573267,53,106,13.44399,0.127,1,13917
0,Large,Berlin,3-Large,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,51265,102530,1.88,52.573267,75,150,13.44399,0.12,1,12304
0,Large,Berlin,3-Large,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,55190,110380,1.88,52.573267,71,142,13.44399,0.089,1,9875
0,Large,Berlin,3-Large,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,55475,110950,1.88,52.573267,62,124,13.44399,0.104,1,11511
0,Large,Berlin,3-Large,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,60319,120638,1.88,52.573267,81,162,13.44399,0.098,1,11762
0,Large,Berlin,3-Large,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Hybrid,7,13089,2,60650,121300,1.88,52.573267,66,132,13.44399,0.102,1,12329
0,Compact,Berlin,1-Compact,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,6,31583,189498,1.88,52.573267,0,0,13.44399,0.077,3,14553
0,Compact,Berlin,1-Compact,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,6,31697,190182,1.88,52.573267,0,0,13.44399,0.059,3,11154
0,Compact,Berlin,1-Compact,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,33202,66404,1.88,52.573267,0,0,13.44399,0.072,1,4780
0,Compact,Berlin,1-Compact,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,29187,58374,1.88,52.573267,0,0,13.44399,0.063,1,3692
0,Compact,Berlin,1-Compact,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,30107,60214,1.88,52.573267,0,0,13.44399,0.07,1,4191
0,Compact,Berlin,1-Compact,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,6,32924,197544,1.88,52.573267,0,0,13.44399,0.067,3,13275
0,Compact,Berlin,1-Compact,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,28407,56814,1.88,52.573267,0,0,13.44399,0.065,1,3718
0,Compact,Berlin,1-Compact,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,31882,127528,1.88,52.573267,0,0,13.44399,0.074,2,9409
0,Compact,Berlin,1-Compact,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,8,33545,268360,1.88,52.573267,0,0,13.44399,0.06,4,16085
0,Compact,Berlin,1-Compact,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,30567,122268,1.88,52.573267,0,0,13.44399,0.067,2,8216
0,Compact,Berlin,1-Compact,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,6,33936,203616,1.88,52.573267,0,0,13.44399,0.072,3,14595
0,Compact,Berlin,1-Compact,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,6,33814,202884,1.88,52.573267,0,0,13.44399,0.059,3,12051
0,Medium,Berlin,2-Medium,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,45889,91778,1.88,52.573267,0,0,13.44399,0.073,1,6741
0,Medium,Berlin,2-Medium,02/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,50416,100832,1.88,52.573267,0,0,13.44399,0.079,1,8001
0,Medium,Berlin,2-Medium,03/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,50189,200756,1.88,52.573267,0,0,13.44399,0.073,2,14671
0,Medium,Berlin,2-Medium,04/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,44611,89222,1.88,52.573267,0,0,13.44399,0.064,1,5741
0,Medium,Berlin,2-Medium,05/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,50635,101270,1.88,52.573267,0,0,13.44399,0.067,1,6752
0,Medium,Berlin,2-Medium,06/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,43185,172740,1.88,52.573267,0,0,13.44399,0.07,2,12080
0,Medium,Berlin,2-Medium,07/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,43072,86144,1.88,52.573267,0,0,13.44399,0.071,1,6120
0,Medium,Berlin,2-Medium,08/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,46059,184236,1.88,52.573267,0,0,13.44399,0.076,2,14011
0,Medium,Berlin,2-Medium,09/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,40171,80342,1.88,52.573267,0,0,13.44399,0.071,1,5736
0,Medium,Berlin,2-Medium,10/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,41457,82914,1.88,52.573267,0,0,13.44399,0.075,1,6209
0,Medium,Berlin,2-Medium,11/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,4,47114,188456,1.88,52.573267,0,0,13.44399,0.079,2,14926
0,Medium,Berlin,2-Medium,12/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,2,42720,85440,1.88,52.573267,0,0,13.44399,0.065,1,5545
0,Large,Berlin,3-Large,01/01/2019,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,13,0,Electric,7,13089,0,63789,0,1.88,52.573267,0,0,13.44399,0.078,0,0
